OUTCOME_CONCEPT_ID,REACTION_NAME
35809040,Hyperthermia malignant
36313524,Alanine aminotransferase increased
35809090,Hangover
35204970,Cardio-respiratory arrest
36109993,POST STREPTOCOCCAL GLOMERULONEPHRITIS
35809253,Product contamination
37520652,Knee arthroplasty
43053871,Hepatic cancer
36617657,Uterine cancer
36516971,Muscle contracture
35506808,Thyroid cancer
36314822,Biopsy bone
36918939,Behavioural and psychiatric symptoms of dementia
35305921,Congenital hand malformation
37119710,Endometrial hyperplasia
35809357,THERAPEUTIC RESPONSE UNEXPECTED
35607155,CYTOMEGALOVIRUS CHORIORETINITIS
36211153,ALCOHOL POISONING
35607160,RETINAL OEDEMA
35506601,GYNAECOMASTIA
36918944,DYSTHYMIC DISORDER
35104181,PURPURA
35707574,ANAL PRURITUS
37119562,OVARIAN MASS
37019293,NEPHRITIS
37622432,PERIPHERAL ARTERIAL OCCLUSIVE DISEASE
36516986,FISTULA
35506569,DELAYED PUBERTY
36110589,Lower respiratory tract infection
35506587,Menstruation irregular
37320318,Rosacea
35204928,Bradycardia
42889376,Device expulsion
36718468,Carpal tunnel syndrome
37622455,Embolism
36312882,Biopsy bone marrow
35607370,Retinal detachment
35809221,Generalised oedema
36211603,Thrombosis in device
36617537,OVARIAN CYST
35708256,VOLVULUS
36818684,PROLONGED LABOUR
36315657,GLUCOSE URINE PRESENT
36516919,RETROGNATHIA
36316381,Blood potassium decreased
35708206,Regurgitation
35104270,Sickle cell anaemia
35305952,Syndactyly
36416516,Eating disorder
35909503,Liver injury
36316278,Drug screen false positive
35708245,Intussusception
36312531,Blood creatine phosphokinase MB increased
35809174,Hernia
35708270,Duodenal ulcer
36617902,Throat cancer
35104879,Granulocytopenia
36211262,Muscle rupture
35809118,Developmental delay
36617245,Metastasis
37520653,Knee operation
36211082,Cartilage injury
35708067,Enterocolitis
43053775,Papillary thyroid cancer
35205263,Cor pulmonale
35809016,Injection site scab
35205242,Cardiac failure chronic
35104098,Nephrogenic anaemia
36617316,Cancer pain
36617389,Glioblastoma multiforme
36110768,Extrapulmonary tuberculosis
35506562,Hypogonadism
35808872,Implant site cellulitis
43054153,Bone cancer
35708619,Oral discharge
36313799,Blood immunoglobulin E increased
35707844,Oesophageal injury
35204929,Bradycardia foetal
37520968,Gastrectomy
35506604,Testicular failure
36818748,Neonatal respiratory failure
36717979,Brain stem infarction
35104787,Spleen disorder
35607394,Horner's syndrome
42889015,Systolic dysfunction
36211066,Fracture delayed union
35607457,Astigmatism
36311936,Electrocardiogram T wave abnormal
36313544,BILIRUBIN CONJUGATED INCREASED
35708633,Oedema mouth
36718385,Allodynia
36110084,Pertussis
36617756,Sinus polyp
36818787,Placenta praevia
35809006,Injection site pallor
36919071,Indifference
35708730,Glossitis
37520620,Closed fracture manipulation
35306145,Urethral valves
36314071,BLOOD TRIGLYCERIDES ABNORMAL
37219809,STATUS ASTHMATICUS
37521342,CHOLECYSTECTOMY
37520692,TOE AMPUTATION
35204947,TACHYARRHYTHMIA
36211232,CHEST INJURY
37119481,NIPPLE DISORDER
35708688,RETROPERITONEAL HAEMORRHAGE
36718472,MONONEURITIS
37220016,NASAL DISORDER
36211475,WRONG TECHNIQUE IN DRUG USAGE PROCESS
35406403,EUSTACHIAN TUBE DYSFUNCTION
37622394,AORTIC ARTERIOSCLEROSIS
35204915,LONG QT SYNDROME
36617669,VULVAL CANCER
36517097,SARCOMA
36718469,CUBITAL TUNNEL SYNDROME
35306075,ANENCEPHALY
36316450,BLOOD ELECTROLYTES DECREASED
35707920,GASTROENTERITIS NOROVIRUS
35305584,CORNEAL DYSTROPHY
36211095,SYNOVIAL RUPTURE
35809069,SUDDEN INFANT DEATH SYNDROME
35708080,SMALL BOWEL ANGIOEDEMA
35809376,WITHDRAWAL HYPERTENSION
36516889,ACQUIRED CLAW TOE
35205258,PULMONARY CONGESTION
35809377,Withdrawal syndrome
36516986,Fistula
37420583,REFUSAL OF TREATMENT BY PATIENT
35708314,Erosive oesophagitis
37019397,Micturition disorder
36718418,Dysarthria
37420527,Immobile
37119469,Breast disorder
36416534,Obesity
37521841,Oxygen supplementation
36718293,Agraphia
35506521,Diabetic neuropathy
37521745,Renal transplant
35808862,Catheter site swelling
35104302,Haemolysis
37522129,Catheter placement
37119769,Vaginal discharge
37622496,Vein discolouration
35708295,Gastrointestinal ulcer haemorrhage
36311930,Electrocardiogram ST segment elevation
35506634,Hyperinsulinaemia
37521621,Forceps delivery
36211294,Electric shock
37520693,Toe operation
42890822,Peripheral artery stenosis
36314856,BONE DENSITY DECREASED
36718591,Radicular pain
36416588,Renal salt-wasting syndrome
37119706,Adenomyosis
35708565,Lip ulceration
36718035,Carotid arteriosclerosis
36718450,Amyotrophic lateral sclerosis
36919019,Dermatillomania
37219912,Sputum retention
35707599,Gastrointestinal tract adenoma
35205317,Diastolic dysfunction
36517151,Tenosynovitis
35909626,Ischaemic hepatitis
35809074,Chronic fatigue syndrome
36718610,CEREBRAL CALCIFICATION
35306023,Osteopetrosis
36919067,Grandiosity
37420577,Gambling
36516901,Wrist deformity
36009725,Type I hypersensitivity
42889952,Norovirus test positive
36617305,Tumour invasion
43053846,Exposure via body fluid
35809327,DRUG INEFFECTIVE
36313985,BLOOD CHOLESTEROL INCREASED
36316449,BLOOD ELECTROLYTES ABNORMAL
36313260,MEAN CELL VOLUME INCREASED
37420362,ECONOMIC PROBLEM
36516734,BONE LESION
35809097,TEMPERATURE INTOLERANCE
35406375,HYPERACUSIS
36313094,PROTHROMBIN TIME RATIO DECREASED
35708295,GASTROINTESTINAL ULCER HAEMORRHAGE
35909547,HAEMOCHROMATOSIS
36211731,IDIOPATHIC PNEUMONIA SYNDROME
35607378,RETINAL TEAR
37520678,FOOT OPERATION
36517125,SYNOVITIS
36313983,BLOOD CHOLESTEROL ABNORMAL
35104858,LYMPHOCYTIC INFILTRATION
36718474,MONONEUROPATHY MULTIPLEX
36313712,CARBOHYDRATE ANTIGEN 19-9 INCREASED
35708030,PERITONEAL TUBERCULOSIS
36617753,NASAL POLYPS
35607442,BLINDNESS CORTICAL
35104810,SPLENIC VEIN THROMBOSIS
35708617,LIP EXFOLIATION
37320167,EXFOLIATIVE RASH
36416585,FLUID IMBALANCE
36313532,ASPARTATE AMINOTRANSFERASE ABNORMAL
37119628,REPRODUCTIVE TRACT DISORDER
35708652,PELVIC FLUID COLLECTION
35104129,ACQUIRED HAEMOPHILIA
37521170,THROMBOLYSIS
35909643,HEPATIC ADENOMA
35708186,PELVIC DISCOMFORT
35707582,ANAL POLYP
36718202,FINE MOTOR DELAY
35205107,PULMONARY VALVE STENOSIS CONGENITAL
35809245,PHANTOM PAIN
36718486,TARSAL TUNNEL SYNDROME
37420358,POSTMENOPAUSE
35606984,BORDERLINE GLAUCOMA
36314400,BACTERIAL TEST POSITIVE
35104357,ERYTHROLEUKAEMIA
35909555,HEPATIC HAEMATOMA
35607286,OCULAR MYASTHENIA
35104728,CYSTIC LYMPHANGIOMA
36314113,OXYGEN CONSUMPTION DECREASED
36617754,PARANASAL CYST
36818775,UMBILICAL CORD SHORT
36416480,ACIDOSIS HYPERCHLORAEMIC
37019363,HYDROURETER
37320282,MILIA
36009911,PULMONARY VASCULITIS
36718286,DEVELOPMENTAL COORDINATION DISORDER
36314639,GENOTYPE DRUG RESISTANCE TEST POSITIVE
37522165,EXPLORATORY OPERATION
36516926,LORDOSIS
36516911,CRANIAL SUTURES WIDENING
36617514,MALIGNANT URINARY TRACT NEOPLASM
35205183,Arteriospasm coronary
42890517,White matter lesion
36315471,BLOOD ALBUMIN DECREASED
36416586,HYPEROSMOLAR STATE
36009708,ERYTHEMA NODOSUM
35104836,EOSINOPHILIC PNEUMONIA ACUTE
35909564,PORTAL HYPERTENSION
35909574,CYTOMEGALOVIRUS HEPATITIS
35104864,PLASMACYTOSIS
36918943,DEPRESSION SUICIDAL
36110400,SYSTEMIC MYCOSIS
36919148,PSYCHOTIC BEHAVIOUR
35909558,HEPATIC ISCHAEMIA
36311837,MYOCARDIAL STRAIN
42890086,STAPHYLOCOCCUS TEST POSITIVE
35305595,PROMINENT EPICANTHAL FOLDS
35808890,IMPLANT SITE INFLAMMATION
37622496,VEIN DISCOLOURATION
36718337,NERVE DEGENERATION
36918958,ASPERGER'S DISORDER
36211489,LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR
36516942,PELVIC DEFORMITY
42890424,URINE PHOSPHORUS DECREASED
35506457,ADDISON'S DISEASE
36110781,TUBERCULOMA OF CENTRAL NERVOUS SYSTEM
35607152,Chorioretinitis
36211590,Exposure to contaminated device
42890190,Bladder outlet obstruction
42889357,Undifferentiated connective tissue disease
37220048,Pharyngeal inflammation
36617545,Benign hydatidiform mole
37219972,Mediastinal haematoma
35306157,Congenital renal disorder
36312992,Coagulation factor VIII level increased
36211631,CONFUSION POSTOPERATIVE
36009885,MULTIFOCAL MOTOR NEUROPATHY
36316142,ANTIDEPRESSANT DRUG CLEARANCE DECREASED
35305553,Adrenogenital syndrome
36313171,Platelet aggregation decreased
35306093,Periventricular nodular heterotopia
35606895,Iris hyperpigmentation
37520605,Bone trimming
36517018,Osteochondroma
42890456,Chvostek's sign
36315096,PAST-POINTING
35305640,Retinal coloboma
36313293,Red blood cell schistocytes present
35808849,CATHETER SITE EROSION
42890478,Victim of chemical submission
37119563,Ovarian necrosis
36009769,Eczema herpeticum
35305962,FORAMEN MAGNUM STENOSIS
43053726,Multiple endocrine neoplasia
42890369,Bladder instillation procedure
36617372,Morton's neuroma
35305413,AORTICOPULMONARY SEPTAL DEFECT
42889558,SKIN WOUND
42890173,PAINFUL EJACULATION
36516782,HAEMOPHILIC ARTHROPATHY
43053802,IMPLANT SITE BRUISING
36110597,PNEUMONIA
36718180,DISTURBANCE IN ATTENTION
42889633,EXPOSURE DURING BREAST FEEDING
37219820,PNEUMONIA ASPIRATION
35809381,IMPAIRED HEALING
36718132,HEADACHE
35708168,BREATH ODOUR
35909578,HEPATITIS C
37219905,HYPOXIA
37320318,ROSACEA
36718449,URINARY INCONTINENCE
35809092,PERIPHERAL COLDNESS
36009754,TOXIC EPIDERMAL NECROLYSIS
36516749,OSTEONECROSIS
36315934,MAMMOGRAM ABNORMAL
36110589,LOWER RESPIRATORY TRACT INFECTION
35708667,PNEUMOPERITONEUM
35707868,LOWER GASTROINTESTINAL HAEMORRHAGE
35606962,Eye oedema
35809365,ALCOHOL WITHDRAWAL SYNDROME
35909443,CHOLECYSTITIS CHRONIC
35707691,TOOTH LOSS
35104070,IRON DEFICIENCY ANAEMIA
35809234,DISCOMFORT
36718201,EXTRAPYRAMIDAL DISORDER
35708141,ERUCTATION
35708169,BRUXISM
36211710,WOUND DEHISCENCE
36718194,AKINESIA
36516845,MUSCLE HAEMORRHAGE
35204978,VENTRICULAR ARRHYTHMIA
35606856,CORNEAL DEPOSITS
37420520,EDENTULOUS
35104879,GRANULOCYTOPENIA
37119583,PENILE PAIN
37320217,RASH MORBILLIFORM
36818647,FOETAL DISTRESS SYNDROME
35707713,Pancreatitis
35607313,Abnormal sensation in eye
43053920,Accidental exposure to product
37622480,Vena cava thrombosis
36718543,Abnormal dreams
35506742,Hypercalcaemia
35809119,Disease complication
35104883,Neutropenia
36312073,Blood pressure diastolic decreased
36919037,Affect lability
35809007,Injection site papule
36718038,CAROTID ARTERY STENOSIS
36617195,FIBROUS HISTIOCYTOMA
36211206,ARTERIAL INJURY
37420495,ALCOHOL USE
35809008,INJECTION SITE PARAESTHESIA
35909568,Portal vein thrombosis
35227885,Peripheral swelling
35809117,Deformity
35104880,Granulocytopenia neonatal
37420355,Menopause
35406390,Motion sickness
35707566,Rectal fissure
36313032,FIBRIN D DIMER INCREASED
36211111,FACIAL BONES FRACTURE
37521030,HERNIA REPAIR
35708692,LIP DRY
36009724,STEVENS-JOHNSON SYNDROME
35306159,FANCONI SYNDROME
36818729,PREMATURE BABY
37119781,VULVOVAGINAL DISCOMFORT
36516742,JAW DISORDER
36211499,ANAESTHETIC COMPLICATION
36110049,MENINGITIS BACTERIAL
36718017,LACUNAR INFARCTION
37119572,CHORDEE
36718222,OPISTHOTONUS
36516908,INTERVERTEBRAL DISC SPACE NARROWING
37119583,Penile pain
35205243,Cardiac failure congestive
35809242,Non-cardiac chest pain
37219898,Tachypnoea
36315579,Blood urea decreased
36617162,Breast cancer
36919232,Self injurious behaviour
36718220,Dystonia
36617326,Oncologic complication
35204966,Cardiac arrest
35708128,Irritable bowel syndrome
36416681,Metabolic encephalopathy
35305470,Cytogenetic abnormality
36211215,Concussion
37520663,Shoulder arthroplasty
35707663,Dental plaque
35204998,CARDIOVASCULAR DISORDER
35205002,HEART INJURY
36617821,LUNG ADENOCARCINOMA
35204912,BUNDLE BRANCH BLOCK RIGHT
35909493,HEPATIC MASS
36211303,Injury
35707866,Haematochezia
37320187,Rash papular
37119542,Dysmenorrhoea
35607262,Blepharospasm
37219956,Paranasal sinus discomfort
36313350,Eosinophil count increased
36919230,Completed suicide
36110258,Pneumonia streptococcal
36919128,Drug dependence
35708115,Bowel movement irregularity
35708238,Gastrointestinal obstruction
35809355,Therapeutic response increased
36211137,Wrist fracture
37320124,Skin fissures
37622414,Vascular occlusion
36211175,Mitochondrial toxicity
36211544,Device failure
37019426,HAEMOGLOBINURIA
36110642,Sepsis
35205023,Cyanosis
35708016,Oesophageal candidiasis
35104774,Retroperitoneal lymphadenopathy
35205355,Myocarditis
36110227,Staphylococcal bacteraemia
35708634,Oropharyngeal swelling
35606954,Sjogren's syndrome
37521938,Tendon operation
35104184,Purpura senile
35305898,Micrognathia
35708458,Gastrointestinal carcinoma
36718267,Areflexia
35607429,Retinal exudates
35607475,Metamorphopsia
36315470,Blood albumin abnormal
36313522,Alanine aminotransferase abnormal
35809264,Product label confusion
35708686,Peritoneal haemorrhage
36918906,Panic disorder with agoraphobia
35708129,Oesophageal spasm
42890460,Acute phosphate nephropathy
36718091,Hyposmia
35104858,Lymphocytic infiltration
37119471,Breast disorder male
35506730,Neuroendocrine tumour
36110533,Vulvovaginitis
42889507,Immune reconstitution inflammatory syndrome associated tuberculosis
36517121,Bursa disorder
37522248,Rehabilitation therapy
35707500,Enterocele
36918876,Fear of falling
36718373,Dysaesthesia
36718314,Consciousness fluctuating
35809083,FEELING ABNORMAL
36718427,INCOHERENT
35205007,INTRACARDIAC THROMBUS
37019448,HAEMORRHAGE URINARY TRACT
35809378,FIBROSIS
36110150,KLEBSIELLA SEPSIS
36313175,PLATELET COUNT ABNORMAL
35707688,GINGIVAL INFECTION
37119706,ADENOMYOSIS
36314240,BLOOD KETONE BODY INCREASED
35808988,INJECTION SITE IRRITATION
37219849,RESTRICTIVE PULMONARY DISEASE
36316092,COMPUTERISED TOMOGRAM THORAX ABNORMAL
42889496,GRAFT VERSUS HOST DISEASE IN LIVER
35707835,INTESTINAL VILLI ATROPHY
37119724,UTERINE PAIN
37119633,LICHEN SCLEROSUS
35205159,VACTERL SYNDROME
35708654,PERITONEAL ABSCESS
37520697,BREAST LUMP REMOVAL
42889640,MATERNAL EXPOSURE DURING PREGNANCY
35406432,OTITIS MEDIA CHRONIC
35506618,Latent autoimmune diabetes in adults
36416715,Folate deficiency
36718234,MONOPLEGIA
36110704,Rhinitis
36110749,Mycobacterial infection
36617388,Glioblastoma
43053902,Meniscus injury
37220007,Stridor
36617155,Breast cyst
35506555,ANDROGEN DEFICIENCY
36211106,ACETABULUM FRACTURE
37019308,Renal disorder
36009839,Scleroderma
36416550,Osteopenia
35809136,Ill-defined disorder
35606944,Corneal infiltrates
35607275,Gaze palsy
36009828,Polymyalgia rheumatica
37420550,Walking disability
36314159,Blood glucose fluctuation
35607464,Chromatopsia
36718303,Dysgraphia
36110391,Pneumonia fungal
36718581,Cauda equina syndrome
37320345,Telangiectasia
35204963,Supraventricular tachycardia
36818839,Pregnancy on oral contraceptive
36718061,Intracranial venous sinus thrombosis
35406324,Otorrhoea
37219789,Bronchial secretion retention
35205235,Localised oedema
35506786,Basedow's disease
42890203,Neck surgery
36617308,Neoplasm
37521637,Oophorectomy
36919081,Suspiciousness
35607297,VIth nerve paralysis
36313078,Protein S decreased
35707653,Tooth injury
36718228,Diplegia
35708343,Intestinal infarction
36110766,Disseminated tuberculosis
43562726,Colonic abscess
36718262,Head titubation
36313664,Antiphospholipid antibodies positive
36919056,Laziness
36315667,Protein urine
35708071,Gastrointestinal toxicity
36416509,Anorexia nervosa
36311929,Electrocardiogram ST segment depression
35104483,Burkitt's lymphoma
37520807,Parathyroid gland operation
36416692,Plasma protein metabolism disorder
36718405,Pharyngeal hypoaesthesia
35205156,Trisomy 21
35104859,Lymphocytosis
36110334,Candida sepsis
37220001,Vocal cord thickening
36312399,Oestradiol decreased
35506692,Water intoxication
35406373,Sudden hearing loss
35909514,Asterixis
36818759,Transient tachypnoea of the newborn
36110460,Arthritis infective
35205165,Coronary artery dissection
35305964,Macrocephaly
35205055,Metastases to heart
36315595,CREATININE RENAL CLEARANCE DECREASED
35204968,CARDIAC DEATH
36314103,BLOOD PH DECREASED
37520619,SEQUESTRECTOMY
36110679,Recurring skin boils
36211660,GRAFT LOSS
35809080,SLUGGISHNESS
36313522,ALANINE AMINOTRANSFERASE ABNORMAL
36311856,VENOUS PRESSURE JUGULAR INCREASED
37521745,RENAL TRANSPLANT
37522104,RADIOTHERAPY
36314064,LIPIDS INCREASED
36313372,LYMPHOCYTE COUNT INCREASED
35606982,VITREOUS DISORDER
36918969,DELUSION OF GRANDEUR
36316377,BLOOD PHOSPHORUS INCREASED
36311887,CATHETERISATION CARDIAC
35205066,AORTIC VALVE SCLEROSIS
35909483,HAEMOBILIA
36009917,VASCULITIC RASH
36718292,AGNOSIA
35708134,MEGACOLON
36110243,ALPHA HAEMOLYTIC STREPTOCOCCAL INFECTION
36009685,ALLERGIC COUGH
36314726,HUMAN PAPILLOMA VIRUS TEST POSITIVE
36516739,EXTRASKELETAL OSSIFICATION
36313277,RED BLOOD CELL COUNT INCREASED
36009768,DERMATITIS ATOPIC
37320173,ERYTHEMA ANNULARE
35606910,POSTERIOR CAPSULE OPACIFICATION
36313816,IMMUNOGLOBULINS DECREASED
36718027,THALAMIC INFARCTION
35808980,INJECTION SITE HAEMATOMA
37019337,PYELOCALIECTASIS
37521743,RENAL STONE REMOVAL
35708241,INTESTINAL DIAPHRAGM DISEASE
35809232,BREAKTHROUGH PAIN
35707525,ABDOMINAL WOUND DEHISCENCE
36918959,AUTISM SPECTRUM DISORDER
37119600,SCROTAL OEDEMA
37522031,LASER THERAPY
35808808,APPLICATION SITE INFECTION
36211321,TRAUMATIC HAEMORRHAGE
35809253,PRODUCT CONTAMINATION
36316177,DRUG CLEARANCE INCREASED
35506590,OVARIAN FAILURE
35809292,PRODUCT SOLUBILITY ABNORMAL
37521715,BLADDER REPAIR
35808829,APPLICATION SITE ULCER
42890092,STREPTOCOCCUS TEST POSITIVE
35808880,IMPLANT SITE ERYTHEMA
37521136,PACKED RED BLOOD CELL TRANSFUSION
35808929,INFUSION SITE HAEMORRHAGE
35506710,Carcinoid tumour
37521891,Skin neoplasm excision
35708622,Oral mucosal eruption
35104289,Evans syndrome
35606898,Iris transillumination defect
35205101,Congenital pulmonary valve disorder
36718172,Amnestic disorder
36516875,DIAPHRAGM MUSCLE WEAKNESS
35607388,SCLERAL THINNING
42890547,FACIAL ASYMMETRY
35305487,FOETAL ALCOHOL SYNDROME
37521953,GENERAL ANAESTHESIA
36211639,PROCEDURAL DIZZINESS
35204980,Ventricular extrasystoles
35707630,Periodontitis
36211503,Delayed recovery from anaesthesia
35205152,Persistent foetal circulation
36211672,Incision site oedema
37522342,Haematoma evacuation
36919077,SOCIAL AVOIDANT BEHAVIOUR
36718010,HAEMORRHAGIC STROKE
36918918,ATTENTION DEFICIT/HYPERACTIVITY DISORDER
36312334,BLOOD THYROID STIMULATING HORMONE ABNORMAL
36918953,FEELINGS OF WORTHLESSNESS
35306234,TRACHEO-OESOPHAGEAL FISTULA
36718498,NEURITIS
36316127,ANTIBIOTIC LEVEL ABOVE THERAPEUTIC
35708637,BEHCET'S SYNDROME
35808809,APPLICATION SITE INFLAMMATION
35606994,HYPHAEMA
35808794,APPLICATION SITE DISCHARGE
35808932,INFUSION SITE INDURATION
35104736,LYMPH NODE CALCIFICATION
36009809,OVERLAP SYNDROME
36110557,NEONATAL INFECTION
36717961,Gliosis
35606858,Corneal epithelium defect
36313037,Fibrin degradation products increased
36818702,Uterine hypotonus
35708113,POST PROCEDURAL CONSTIPATION
35506532,Retinal neovascularisation
35205069,CONGENITAL AORTIC VALVE INCOMPETENCE
36009862,Cutaneous amyloidosis
35909557,Hepatic infarction
45886375,Uterine adhesions
35808951,Infusion site scar
36315932,Hysteroscopy
36516902,Intervertebral disc calcification
35607317,EYELID SENSORY DISORDER
35506800,POST PROCEDURAL HYPOTHYROIDISM
37219994,LARYNGEAL ULCERATION
42889928,HEPATITIS B VIRUS TEST POSITIVE
35707742,Pancreatic leak
42890586,Foetal placental thrombosis
37182064,Oligospermia
36617241,METASTASES TO THORAX
35809023,INJECTION SITE VASCULITIS
43054109,LARYNGEAL PAIN
36312896,BONE MARROW EOSINOPHILIC LEUKOCYTE COUNT INCREASED
42889434,RET gene mutation
35808877,IMPLANT SITE DISCOLOURATION
36211481,MEDICATION ERROR
36311779,CARDIAC MURMUR
35707907,GASTROENTERITIS
36110356,CRYPTOCOCCOSIS
37320205,PSORIASIS
36110040,GANGRENE
35104877,FEBRILE NEUTROPENIA
35204981,VENTRICULAR FIBRILLATION
35104691,THROMBOCYTOPENIA
35104186,BLOOD DISORDER
36009762,ANGIOEDEMA
37219804,CHRONIC OBSTRUCTIVE PULMONARY DISEASE
37019401,POLLAKIURIA
36718035,CAROTID ARTERIOSCLEROSIS
36818772,UMBILICAL CORD AROUND NECK
36617304,SQUAMOUS CELL CARCINOMA
36718273,HYPOREFLEXIA
35104746,Lymphadenopathy
35809003,Injection site nodule
43054109,Laryngeal pain
42889658,FOREIGN BODY
36918861,STRESS
36416487,METABOLIC ACIDOSIS
36918867,CLAUSTROPHOBIA
35506691,POLYDIPSIA
35406373,SUDDEN HEARING LOSS
36516863,HYPERTONIA
