OUTCOME_CONCEPT_ID,REACTION_NAME
36009857,SARCOIDOSIS
35306203,HYPOSPADIAS
37520918,ABDOMINAL OPERATION
36111011,MEASLES
37119473,BREAST ENLARGEMENT
36009901,TRANSPLANT REJECTION
35205185,Chest pain
37320268,Alopecia
35809100,Abasia
35406359,Deafness
35707732,Pancreatic disorder
36718372,Burning sensation
36919202,Sexual dysfunction
36718563,Hypersomnia
45885779,Immune thrombocytopenic purpura
36110891,Dengue fever
37220014,EPISTAXIS
36110624,NECROTISING FASCIITIS
36516947,DUPUYTREN'S CONTRACTURE
37119492,Breast pain
35708690,Dry mouth
36919127,Drug abuse
37622517,Haematoma
35809325,Drug effect increased
36516815,Joint effusion
36009895,Graft versus host disease
35506574,Precocious puberty
36316185,Drug level fluctuating
35707814,Oral cavity fistula
36311928,Electrocardiogram ST segment abnormal
37320117,SCAB
37219917,INCREASED VISCOSITY OF BRONCHIAL SECRETION
35104158,ANTIPHOSPHOLIPID SYNDROME
35809369,DRUG WITHDRAWAL SYNDROME
36617334,TUMOUR FLARE
36517126,TENOSYNOVITIS STENOSANS
36211131,HAND FRACTURE
37420550,WALKING DISABILITY
36211459,THERMAL BURN
35406319,EAR PAIN
36312073,BLOOD PRESSURE DIASTOLIC DECREASED
35708701,SALIVARY GLAND DISORDER
35707753,APPENDIX DISORDER
36110541,EMPYEMA
35707716,PANCREATITIS CHRONIC
35809082,Chills
35809054,Pyrexia
36918949,Depressed mood
36009737,Drug eruption
37522181,Hospitalisation
37219960,Sneezing
35707759,Gastric disorder
36211668,Incision site complication
37119545,Metrorrhagia
42889358,Immune-mediated necrotising myopathy
36311923,Electrocardiogram QT prolonged
36516746,Osteitis
36110624,Necrotising fasciitis
36718194,Akinesia
36718478,Peroneal nerve palsy
37320237,Pigmentation disorder
36818761,Neonatal respiratory distress syndrome
35909471,Hepatitis cholestatic
37622446,SHOCK
37622491,PHLEBOLITH
36211428,HEAT STROKE
36516784,NEUROPATHIC ARTHROPATHY
37019441,PYURIA
35809115,Condition aggravated
36313965,Investigation
37220017,Nasal dryness
37320213,Rash generalised
36818688,Complication of delivery
35306086,Congenital hydrocephalus
35707861,Rectal haemorrhage
35607094,Eyelid irritation
36009748,Reaction to drug excipients
35205223,Endocarditis
36110782,Tuberculosis
42890552,Haemorrhage in pregnancy
36110125,Escherichia urinary tract infection
35406319,Ear pain
36919126,Dependence
35104897,White blood cell disorder
36009717,Panniculitis
36617153,Benign breast neoplasm
37622435,Raynaud's phenomenon
35708455,Colorectal cancer metastatic
35708159,Abdominal tenderness
37522263,Stent placement
35305671,Exomphalos
36617325,Obstructive uropathy
36211378,Neck injury
35809012,Injection site pustule
35909577,Hepatitis B
37622469,Jugular vein thrombosis
35737823,Chronic gastritis
35909513,ACUTE HEPATIC FAILURE
36311782,Heart sounds abnormal
36516922,Cervical spinal stenosis
43053875,Device use error
36110049,Meningitis bacterial
35406333,Ear canal stenosis
37622379,Aneurysm
35607359,Macular hole
36009698,Alveolitis allergic
35809212,Mucous membrane disorder
35205066,Aortic valve sclerosis
37420517,Denture wearer
36110966,Erythema infectiosum
35226895,Cardiac ventricular thrombosis
36313019,Coagulation test abnormal
43053716,Plasma cell myeloma in remission
36516926,Lordosis
35606864,Corneal opacity
35708677,Pelvic adhesions
36211295,Eschar
35708715,Parotitis
35104465,B-cell lymphoma
35306200,Cryptorchism
35104395,Chronic myelomonocytic leukaemia
37219834,LUNG INFILTRATION
35708119,GASTROINTESTINAL MOTILITY DISORDER
36416588,RENAL SALT-WASTING SYNDROME
35809407,ULCER HAEMORRHAGE
35205062,AORTIC VALVE DISEASE
36718583,HYPERTONIC BLADDER
35607488,HEMIANOPIA HOMONYMOUS
35708046,NECROTISING COLITIS
35708625,ORAL PRURITUS
35607486,HEMIANOPIA
36718371,UNRESPONSIVE TO STIMULI
36919134,BRIEF PSYCHOTIC DISORDER WITH MARKED STRESSORS
35707521,ABDOMINAL WALL HAEMATOMA
36919015,BINGE EATING
36109987,ARTHRITIS REACTIVE
37521639,OVARIAN CYSTECTOMY
37520873,EYELID OPERATION
36313044,FIBRINOLYSIS INCREASED
36516760,VERTEBRAL WEDGING
37019440,Proteinuria
35708642,STOMATITIS
35205232,FLUID OVERLOAD
36315486,C-REACTIVE PROTEIN INCREASED
36211222,Subdural haematoma
35506622,Type 2 diabetes mellitus
35205036,Presyncope
36313594,Liver function test abnormal
36254981,Extra dose administered
36617337,Tumour necrosis
36315669,Protein urine present
36311995,Pulse absent
35205235,LOCALISED OEDEMA
36818787,PLACENTA PRAEVIA
36313550,Blood bilirubin increased
36919158,Schizophrenia
37119698,Vaginal prolapse
35809313,Food interaction
35909440,Vanishing bile duct syndrome
36110243,Alpha haemolytic streptococcal infection
37522255,Resuscitation
35808997,Injection site laceration
36718272,Hyperreflexia
36718537,Partial seizures
37320265,Dermatitis acneiform
36312473,Thyroid function test abnormal
35123101,Hypersensitivity vasculitis
35104643,Non-Hodgkin's lymphoma
35406361,Deafness neurosensory
36313557,Blood cholinesterase decreased
36110687,Acute sinusitis
36314497,CSF culture positive
37019246,Bladder neck obstruction
35607340,Optic atrophy
35606980,Retinal disorder
35305663,Pyloric stenosis
42889573,Exposure via partner
36416488,Renal tubular acidosis
36919130,Nicotine dependence
36718184,Mental retardation
35707745,Pancreatic pseudocyst
45886260,Sinus node dysfunction
35306048,Brain malformation
37521659,Myomectomy
42890648,Dysplastic naevus
37219798,Bronchial hyperreactivity
35305398,Congenital coronary artery malformation
36211748,Engraft failure
35607174,Scleritis
37622489,Microangiopathy
35707677,Gingival erythema
35606867,Corneal scar
36617554,Uterine polyp
36110492,Meningitis aseptic
36718501,Peripheral motor neuropathy
36110319,Aspergillosis
35305672,Gastrointestinal disorder congenital
36009821,SLE arthritis
36315669,PROTEIN URINE PRESENT
36313448,NEUTROPHIL PERCENTAGE DECREASED
37220034,PARANASAL SINUS HYPERSECRETION
35809397,DYSPLASIA
36617388,GLIOBLASTOMA
35707901,GASTRIC INFECTION
37420527,IMMOBILE
36312335,BLOOD THYROID STIMULATING HORMONE DECREASED
35707891,RECTAL ABSCESS
36919108,PSYCHIATRIC SYMPTOM
36919038,BLUNTED AFFECT
36211116,CERVICAL VERTEBRAL FRACTURE
36211504,INADEQUATE ANALGESIA
36211680,POST PROCEDURAL HAEMATOMA
37219880,PULMONARY VASCULAR DISORDER
36718264,INTENTION TREMOR
37320152,PRURIGO
36313739,PROSTATIC SPECIFIC ANTIGEN ABNORMAL
35808765,ORAL ADMINISTRATION COMPLICATION
36919005,MORBID THOUGHTS
36818842,PREGNANCY WITH IMPLANT CONTRACEPTIVE
36918989,"HALLUCINATION, TACTILE"
36818678,INDUCED LABOUR
35606854,CORNEAL ABRASION
35305964,MACROCEPHALY
36718139,BASILAR MIGRAINE
37420470,VICTIM OF CRIME
36316194,IMMUNOSUPPRESSANT DRUG LEVEL DECREASED
35104122,HAEMORRHAGIC DISORDER
35708548,PANCREATIC CYST
36919133,TOBACCO ABUSE
36211582,COMPLICATION OF DEVICE REMOVAL
36718579,RADICULITIS LUMBOSACRAL
35606836,CONJUNCTIVAL DISORDER
35506659,SECONDARY HYPOGONADISM
36211755,IRON OVERLOAD
35809377,WITHDRAWAL SYNDROME
35809088,FEELING OF BODY TEMPERATURE CHANGE
35305551,DEAFNESS CONGENITAL
35809006,INJECTION SITE PALLOR
35707659,SENSITIVITY OF TEETH
36009946,HUMAN HERPESVIRUS 8 INFECTION
37522248,REHABILITATION THERAPY
35707751,ACUTE GRAFT VERSUS HOST DISEASE IN INTESTINE
35205101,CONGENITAL PULMONARY VALVE DISORDER
37521084,PANCREAS TRANSPLANT
36110062,PYOMYOSITIS
37520633,ARTHRODESIS
35809283,PRODUCT COLOUR ISSUE
35808796,APPLICATION SITE DISCOMFORT
35708014,FUNGAL OESOPHAGITIS
37320344,SPIDER VEIN
42889240,INTESTINAL HAEMATOMA
42889318,ULTRAFILTRATION FAILURE
36517009,ENCHONDROMA
36009732,ANALGESIC ASTHMA SYNDROME
36009688,ALLERGIC RESPIRATORY SYMPTOM
35707806,GASTROINTESTINAL FISTULA
37520638,BUNION OPERATION
35305399,CONGENITAL PULMONARY ARTERY ANOMALY
42890545,BONE DEFORMITY
35909584,HEPATITIS INFECTIOUS
36211226,TRAUMATIC INTRACRANIAL HAEMORRHAGE
37520647,JOINT IRRIGATION
35708553,CHAPPED LIPS
36818680,Obstructed labour
35809011,INJECTION SITE PRURITUS
35809073,AUTONOMIC NERVOUS SYSTEM IMBALANCE
37219954,NASAL DISCOMFORT
37521122,BLOOD PRODUCT TRANSFUSION
36009843,DERMATOMYOSITIS
36312485,THYROXINE FREE DECREASED
36211478,DRUG PRESCRIBING ERROR
35104692,THROMBOCYTOPENIA NEONATAL
35708210,VOMITING NEONATAL
36718261,ESSENTIAL TREMOR
35809255,PRODUCT CONTAMINATION MICROBIAL
35809161,PREMATURE AGEING
37521652,ENDOMETRIAL ABLATION
35205086,CONGENITAL MITRAL VALVE INCOMPETENCE
42889541,INFECTED DERMAL CYST
35606837,CONJUNCTIVAL EROSION
35506469,ADRENAL DISORDER
35808982,INJECTION SITE HYPERSENSITIVITY
35607158,NECROTISING RETINITIS
45885863,Aspirin-exacerbated respiratory disease
37521940,Tendon sheath lesion excision
37320091,Acanthosis
42889812,Faecal calprotectin increased
36314318,Blood 25-hydroxycholecalciferol increased
36312377,Blood oestrogen decreased
36718573,Cervical cord compression
36617248,Intravascular papillary endothelial hyperplasia
42890827,Distributive shock
36416567,Hypermagnesaemia
35809042,Hypothermia neonatal
36919015,Binge eating
36313383,Lymphocyte stimulation test positive
37520696,Breast cyst excision
43054017,Malignant neoplasm of unknown primary site
36718397,Intercostal neuralgia
36316357,Blood copper decreased
36516741,Jaw cyst
35104575,ADULT T-CELL LYMPHOMA/LEUKAEMIA RECURRENT
42888976,METASTATIC LYMPHOMA
36617801,Thymoma
36316173,Chemotherapeutic drug level increased
36416543,Bone atrophy
36918933,Lack of spontaneous speech
35607014,Optic nerve infarction
37521717,CYSTOCELE REPAIR
37220042,PHARYNGEAL EROSION
35607026,BLEBITIS
37520648,Joint manipulation
42890437,COMA BLISTER
45886444,ADAMTS13 activity decreased
42889365,CHRONIC GRAFT VERSUS HOST DISEASE IN SKIN
42889622,ATYPICAL FEMUR FRACTURE
42890664,Pancreatic stent placement
35708749,Strawberry tongue
35305597,Choroidal coloboma
35809325,DRUG EFFECT INCREASED
36211262,MUSCLE RUPTURE
36919045,EMOTIONAL DISORDER
35205012,HYPERTENSIVE HEART DISEASE
36416593,HYPERKALAEMIA
37320212,RASH
35204966,CARDIAC ARREST
35104074,ANAEMIA
36312077,BLOOD PRESSURE INCREASED
37119774,VAGINAL ODOUR
36110716,CYSTITIS
36918942,DEPRESSION
37320136,SWELLING FACE
36516761,BONE PAIN
36718211,MOVEMENT DISORDER
35104161,COAGULOPATHY
35708363,COELIAC DISEASE
35607414,RETINAL HAEMORRHAGE
35809331,DRUG TOLERANCE
36416551,OSTEOPOROSIS
35204961,SUPRAVENTRICULAR EXTRASYSTOLES
35104119,ECCHYMOSIS
36516786,POLYARTHRITIS
36516840,MUSCLE ATROPHY
36516751,OSTEOSCLEROSIS
36110985,RESPIRATORY SYNCYTIAL VIRUS BRONCHIOLITIS
37019309,RENAL HAEMORRHAGE
36617877,LUNG NEOPLASM
35205276,CONGESTIVE CARDIOMYOPATHY
36416563,HYPOCALCAEMIA
35707660,TOOTHACHE
35204980,VENTRICULAR EXTRASYSTOLES
35104165,DISSEMINATED INTRAVASCULAR COAGULATION
35909471,HEPATITIS CHOLESTATIC
35306275,DERMOID CYST
35809044,TEMPERATURE REGULATION DISORDER
35607082,BLEPHARITIS
36516815,JOINT EFFUSION
36311801,CARDIAC OUTPUT DECREASED
36617201,MELANOCYTIC NAEVUS
37320312,HAIR GROWTH ABNORMAL
35809075,DECREASED ACTIVITY
35205318,DILATATION ATRIAL
35707650,TOOTH EROSION
35306249,PULMONARY HYPOPLASIA
35606968,Eyelids pruritus
42890388,Papule
35607284,Nystagmus
36718320,Sedation
36009725,TYPE I HYPERSENSITIVITY
35306050,CONGENITAL CENTRAL NERVOUS SYSTEM ANOMALY
36617488,Renal cancer
36516786,Polyarthritis
36110229,Staphylococcal infection
36818660,Breech presentation
36718182,Mental impairment
37080795,Chronic kidney disease
35809156,Performance status decreased
37119656,Infertility male
35708300,Ileal ulcer
36516940,Hip deformity
43562706,Miliaria
35708748,Protrusion tongue
35204903,ATRIOVENTRICULAR BLOCK COMPLETE
36516836,FIBROMYALGIA
37622517,HAEMATOMA
36617920,MALIGNANT MELANOMA
36211385,CONTUSION
35809330,DRUG RESISTANCE
35406394,VERTIGO POSITIONAL
36009846,LINEAR IGA DISEASE
35708302,INTESTINAL PERFORATION
35104405,HODGKIN'S DISEASE
37522356,Vascular graft
35205091,MITRAL VALVE DISEASE
37119714,ENDOMETRIOSIS
35708026,FUNGAL PERITONITIS
35708519,OESOPHAGEAL CARCINOMA
36211325,WOUND
35708233,OBSTRUCTION GASTRIC
37420481,HOMICIDE
35506808,THYROID CANCER
36110581,WOUND INFECTION
37420427,FAMILY STRESS
36718525,CLONIC CONVULSION
36110492,MENINGITIS ASEPTIC
35104874,Agranulocytosis
36313176,Platelet count decreased
35808828,Application site swelling
36516841,Muscle contractions involuntary
35104351,Acute myeloid leukaemia
35607317,Eyelid sensory disorder
37219850,Acute respiratory distress syndrome
37521163,Haemodialysis
37521981,Chemotherapy
36312298,Blood parathyroid hormone increased
36918927,Communication disorder
37622472,Peripheral embolism
35205268,RIGHT VENTRICULAR FAILURE
35707865,HAEMATEMESIS
36416681,METABOLIC ENCEPHALOPATHY
35607078,UVEITIS
36516972,MUSCULOSKELETAL DISORDER
35708123,DEFAECATION URGENCY
36211629,ARACHNOIDITIS
37019305,KIDNEY FIBROSIS
35809288,Product odour abnormal
36009823,Systemic lupus erythematosus
36718180,Disturbance in attention
35104199,Haematotoxicity
35809138,Influenza like illness
35708278,Gastric ulcer
35909441,Cholecystitis
37622505,Aortic dilatation
36316280,Drug screen positive
35707758,Food poisoning
35808882,Implant site extravasation
36718238,Paraplegia
37520683,Leg amputation
35809017,Injection site scar
45885760,Peripheral venous disease
36718609,Cerebral atrophy
36110641,Pulmonary sepsis
35808952,Infusion site swelling
35607378,Retinal tear
42889634,Exposure via father
36617426,Spinal cord neoplasm
37420583,Refusal of treatment by patient
35708083,Oesophagitis
36718595,Radiculopathy
36110684,Subcutaneous abscess
42890424,Urine phosphorus decreased
35808980,Injection site haematoma
36919077,Social avoidant behaviour
36313993,High density lipoprotein decreased
36416585,Fluid imbalance
35809069,Sudden infant death syndrome
36718552,Somnambulism
36416481,Hyperlactacidaemia
35708233,Obstruction gastric
35707998,Dysentery
35708751,Tongue blistering
37622504,Aortic calcification
35104810,Splenic vein thrombosis
42890616,Walking distance test abnormal
36110561,Opportunistic infection
35607401,Polypoidal choroidal vasculopathy
36617483,Metastatic carcinoma of the bladder
36918910,Burnout syndrome
37521473,Carpal tunnel decompression
36718227,Diaphragmatic paralysis
36718113,Primary progressive multiple sclerosis
42889372,Patient-device incompatibility
35607366,Retinal cyst
36313799,BLOOD IMMUNOGLOBULIN E INCREASED
36211237,HAEMOTHORAX
36110966,ERYTHEMA INFECTIOSUM
37320088,KELOID SCAR
36110115,ENTEROCOCCAL BACTERAEMIA
35104067,ANAEMIA VITAMIN B12 DEFICIENCY
35809342,NO THERAPEUTIC RESPONSE
36313379,LYMPHOCYTE PERCENTAGE DECREASED
35205061,AORTIC VALVE CALCIFICATION
36516914,HEAD DEFORMITY
36110154,PNEUMONIA LEGIONELLA
36818722,SOMATOFORM DISORDER PREGNANCY
35606958,DARK CIRCLES UNDER EYES
37219878,PULMONARY ARTERY DILATATION
37520741,HEART TRANSPLANT
42889408,DEVICE PHYSICAL PROPERTY ISSUE
36617596,Genital neoplasm malignant female
37521638,Oophorectomy bilateral
36110915,HERPES SIMPLEX
37320193,PHOTOSENSITIVITY REACTION
35909508,Hepatic function abnormal
35104339,Acute lymphocytic leukaemia
35809273,Product commingling
36416496,ACIDOSIS
35708272,DUODENAL ULCER PERFORATION
36110590,LUNG ABSCESS
36211300,GUN SHOT WOUND
35708139,Dyspepsia
42889673,Uterine perforation
36718510,Grand mal convulsion
36211462,Drug dose omission
36718395,Hypoaesthesia
37522364,Central venous catheterisation
36919148,Psychotic behaviour
35607022,Toxic anterior segment syndrome
35506577,Amenorrhoea
36416589,Tumour lysis syndrome
35809274,Product container issue
35406429,OTITIS MEDIA
36617920,Malignant melanoma
36009859,Amyloidosis
35607148,Periorbital cellulitis
42889186,Oesophageal irritation
35205324,Left ventricular dysfunction
37119754,Vulval disorder
37622541,Phlebitis superficial
35708627,Oropharyngeal discomfort
35808969,Injection site discharge
37119562,Ovarian mass
35707571,Painful defaecation
37119774,Vaginal odour
36516849,Muscle swelling
37320220,Rash vesicular
35607263,Excessive eye blinking
35205112,Tricuspid valve disease
36718529,Eclampsia
37119537,Menopausal symptoms
36416522,Sleep-related eating disorder
35204905,Atrioventricular block second degree
35205062,Aortic valve disease
35406358,Conductive deafness
35306278,Epidermolysis bullosa
36312941,Bleeding time prolonged
35305969,Skull malformation
35104712,Poikilocytosis
36516808,Periarthritis
35708135,Postoperative ileus
35205348,Ventricular hypertrophy
36818624,Abortion
35205096,Mitral valve sclerosis
36211353,Urinary bladder rupture
36315329,Ophthalmological examination abnormal
36517124,Synovial disorder
36516764,Metatarsalgia
37019301,Renal glycosuria
35707525,Abdominal wound dehiscence
37520678,Foot operation
35506585,Hypomenorrhoea
35707804,Female genital tract fistula
36918921,Oppositional defiant disorder
42890296,Vulvovaginal erythema
36313721,Cell marker increased
37119653,Spontaneous penile erection
36718036,Carotid artery disease
36313550,BLOOD BILIRUBIN INCREASED
36211064,COMPRESSION FRACTURE
37521353,GALLBLADDER OPERATION
37521200,TOOTH EXTRACTION
36919182,DISTURBANCE IN SEXUAL AROUSAL
35607313,ABNORMAL SENSATION IN EYE
36718359,HEAD DISCOMFORT
35909472,HYPERBILIRUBINAEMIA NEONATAL
36718198,CLUMSINESS
36516775,MYOFASCITIS
37320142,DERMATITIS DIAPER
37119493,BREAST SWELLING
36211294,ELECTRIC SHOCK
35607152,CHORIORETINITIS
36617485,METASTATIC RENAL CELL CARCINOMA
36818810,POSTPARTUM DEPRESSION
36111036,PNEUMONIA VIRAL
36211067,FRACTURE DISPLACEMENT
42889498,GRAFT VERSUS HOST DISEASE IN SKIN
36718385,ALLODYNIA
35809128,FAT TISSUE INCREASED
35506682,PITUITARY TUMOUR BENIGN
35305889,HYPERTELORISM OF ORBIT
36312236,INSULIN-LIKE GROWTH FACTOR DECREASED
37119524,VAGINAL INFLAMMATION
36818734,NEONATAL HYPOTENSION
36718277,POOR SUCKING REFLEX
37220003,EPIGLOTTIC OEDEMA
35708268,DUODENAL PERFORATION
35707844,OESOPHAGEAL INJURY
35808840,INSTILLATION SITE PAIN
37521846,ENDOTRACHEAL INTUBATION
37521191,DENTAL PROSTHESIS PLACEMENT
36009879,IGA NEPHROPATHY
37019377,URETHRAL OBSTRUCTION
36110439,TINEA VERSICOLOUR
36009902,ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE VASCULITIS
36718491,AXONAL NEUROPATHY
35708357,GASTRIC VARICES
36211539,VASOPLEGIA SYNDROME
37521890,SKIN LESION EXCISION
37522342,HAEMATOMA EVACUATION
35205081,CONGENITAL HEART VALVE DISORDER
35708213,ANAL STENOSIS
37119606,VARICOCELE
37520654,Ligament operation
36516820,Loose body in joint
42890538,Neonatal behavioural syndrome
35707812,Oesophageal fistula
37219962,Throat lesion
43053834,Squamous cell carcinoma of the tongue
35606856,Corneal deposits
35809308,Device interaction
36211778,Vaccination failure
35205372,PURULENT PERICARDITIS
35607015,OPTIC NERVE SHEATH HAEMORRHAGE
36718548,SLEEP PARALYSIS
36009769,ECZEMA HERPETICUM
35104406,HODGKIN'S DISEASE RECURRENT
36718005,Cerebrovascular accident
36110658,Carbuncle
37119617,Prostatic pain
35708185,Oesophageal food impaction
35909496,Hepatobiliary disease
37019309,Renal haemorrhage
35809392,NECROSIS
35506463,HYPOALDOSTERONISM
36110122,ESCHERICHIA BACTERAEMIA
36211542,DEVICE BREAKAGE
37520709,BREAST RECONSTRUCTION
35707878,ANOGENITAL WARTS
42890194,BLADDER DYSFUNCTION
36919222,HYPOCHONDRIASIS
35205080,Cardiac valve vegetation
43562708,Ophthalmic herpes zoster
42890260,Epidural injection
36110594,NEONATAL PNEUMONIA
36111037,POST VIRAL FATIGUE SYNDROME
35607391,DEPOSIT EYE
37522210,MEDICAL DEVICE REMOVAL
36416570,MAGNESIUM METABOLISM DISORDER
35305606,Dacryostenosis congenital
43054031,Extradural neoplasm
35506752,Hypoparathyroidism secondary
36517009,Enchondroma
35708262,Anal ulcer
42890535,Joint laxity
35808903,IMPLANT SITE PUSTULES
37520807,PARATHYROID GLAND OPERATION
35808912,IMPLANT SITE WARMTH
36416676,Hypermetabolism
35305494,Congenital anomaly in offspring
37119567,Ovulation pain
35205069,Congenital aortic valve incompetence
36918917,Waxy flexibility
42889654,Muscle oedema
35707623,ALVEOLAR OSTEITIS
35306145,URETHRAL VALVES
35205122,ECTOPIA CORDIS
37320204,Nail psoriasis
35606890,Iris atrophy
35305899,MICROSTOMIA
35305890,Hypotelorism of orbit
36517148,Tendon calcification
35809376,Withdrawal hypertension
36918971,DELUSION OF REPLACEMENT
35305622,Congenital visual acuity reduced
37520717,Simple mastectomy
42890238,SPERM CONCENTRATION ZERO
36315096,Past-pointing
42889495,DRUG-INDUCED LIVER INJURY
36314212,URINE DELTA AMINOLEVULINATE INCREASED
42889351,ENCEPHALITIS AUTOIMMUNE
42889099,CONGENITAL MELANOCYTIC NAEVUS
37520620,CLOSED FRACTURE MANIPULATION
35205189,MYOCARDIAL INFARCTION
35707763,GASTROINTESTINAL DISORDER
36718563,HYPERSOMNIA
35809098,THIRST
36919202,SEXUAL DYSFUNCTION
36516886,MYOPATHY
36919117,MENTAL DISORDER
36211285,ARTHROPOD BITE
36516827,SPINAL OSTEOARTHRITIS
36718382,SKIN BURNING SENSATION
36918853,ANXIETY DISORDER
36009833,RHEUMATOID ARTHRITIS
35708266,RECTAL ULCER
36110265,STREPTOCOCCAL INFECTION
35506585,HYPOMENORRHOEA
35809058,BRAIN DEATH
35909462,GALLBLADDER PAIN
36313091,PROTHROMBIN TIME PROLONGED
36110642,SEPSIS
35506797,HYPOTHYROIDISM
36516841,MUSCLE CONTRACTIONS INVOLUNTARY
36516842,MUSCLE DISORDER
35708636,APHTHOUS STOMATITIS
35707759,GASTRIC DISORDER
36311946,ELECTROCARDIOGRAM ABNORMAL
36516765,PAIN IN JAW
37220054,PHARYNGEAL OEDEMA
36211636,PNEUMOCEPHALUS
36110777,PULMONARY TUBERCULOSIS
36211402,SPINAL CORD INJURY
36717969,MYELITIS TRANSVERSE
37219832,LUNG CONSOLIDATION
35205348,VENTRICULAR HYPERTROPHY
35708359,HAEMORRHOIDAL HAEMORRHAGE
37219855,PLEURAL DISORDER
35707687,GINGIVAL ABSCESS
35707714,PANCREATITIS ACUTE
36211118,FRACTURED COCCYX
35809059,Death
35809139,Irritability
36919118,Mental status changes
37019274,Urinary tract obstruction
36818621,Blighted ovum
36718362,Myoclonus
35808825,Application site reaction
37320303,ONYCHOCLASIS
36617770,VOCAL CORD POLYP
42889534,INFECTIOUS PLEURAL EFFUSION
36516830,SPONDYLITIS
35809327,Drug ineffective
35205315,Cardiomegaly
43053854,Drug reaction with eosinophilia and systemic symptoms
36718080,Facial spasm
35707660,Toothache
36313371,Lymphocyte count decreased
35808826,Application site scab
36516845,Muscle haemorrhage
37520752,Aortic valve replacement
36919044,Elevated mood
35708561,Lip disorder
36110810,Visceral leishmaniasis
35809025,INJECTION SITE WARMTH
35809116,CREPITATIONS
36009814,CUTANEOUS LUPUS ERYTHEMATOSUS
35707732,PANCREATIC DISORDER
36918874,FEAR OF DISEASE
36919158,SCHIZOPHRENIA
35607284,NYSTAGMUS
36918937,DELIRIUM
35708206,REGURGITATION
35808960,INJECTION SITE ABSCESS
35809117,DEFORMITY
35708585,ABSCESS ORAL
36718434,SPEECH DISORDER DEVELOPMENTAL
36416695,Gout
36516781,Arthropathy
37320316,Trichorrhexis
36211385,Contusion
36918862,Tension
36211312,Scar
36818729,Premature baby
36315580,Blood urea increased
35606964,Eye pain
42889329,Application site haemorrhage
36312331,Blood prolactin increased
36009825,Myasthenia gravis
42890557,Low birth weight baby
36718611,Cerebral ventricle dilatation
37119476,Breast mass
35205246,CARDIOGENIC SHOCK
36718408,SENSORY LOSS
36718352,CLONUS
35809011,Injection site pruritus
35808981,Injection site haemorrhage
35707601,Intestinal polyp
35707989,Appendicitis
35104877,Febrile neutropenia
37521537,Spinal fusion surgery
35707960,Gastrointestinal infection
35506706,Hypercalcaemia of malignancy
36718375,Formication
35104071,Pernicious anaemia
35205342,Right ventricular hypertrophy
35708687,Retroperitoneal haematoma
36110482,Central nervous system infection
35607294,Strabismus
35708655,Peritoneal cloudy effluent
35909432,Biliary dilatation
37622447,Cardiovascular insufficiency
35809153,Obstruction
36211586,Device misuse
35809282,Product coating issue
35204939,Nodal arrhythmia
36918999,Flight of ideas
35809106,Loss of control of legs
36314250,Blood uric acid increased
36110974,BK virus infection
36718030,Thrombotic stroke
36211374,Face injury
36617886,Lung cancer metastatic
36718486,Tarsal tunnel syndrome
37522136,Cryotherapy
37521171,Lymphadenectomy
36313246,Haemoglobin increased
36718464,Demyelinating polyneuropathy
37220071,Tracheal oedema
36211067,Fracture displacement
36516933,Spondylolisthesis
35707569,Rectal prolapse
37119539,Atrophic vulvovaginitis
35607002,Iris neovascularisation
36312541,Cardiac enzymes increased
36516777,Fracture malunion
36316136,Anticonvulsant drug level above therapeutic
35104082,Congenital anaemia
35204992,Cardiac procedure complication
35205109,Congenital tricuspid valve incompetence
36617207,Sweat gland tumour
36516948,Fasciitis
36617195,Fibrous histiocytoma
36313128,Anti-erythropoietin antibody positive
35205137,Pulmonary artery atresia
35607410,Retinal artery occlusion
35809181,INFLAMMATION
35708147,FAECES DISCOLOURED
36313360,GRANULOCYTE COUNT DECREASED
36316382,BLOOD POTASSIUM INCREASED
36316074,SPUTUM ABNORMAL
36315364,RESPIRATORY RATE INCREASED
36919068,HOMICIDAL IDEATION
36313222,HAEMATOCRIT INCREASED
37119701,ADNEXA UTERI PAIN
36315578,BLOOD UREA ABNORMAL
36009873,DECREASED IMMUNE RESPONSIVENESS
35809223,GRAVITATIONAL OEDEMA
35607377,RETINAL SCAR
37521178,SPLENECTOMY
35104806,SPLENIC RUPTURE
35707657,DENTAL DISCOMFORT
36818798,LACTATION DISORDER
36617237,METASTASES TO SKIN
37521144,TRANSFUSION
35809239,INCISION SITE PAIN
35809277,PRODUCT OUTER PACKAGING ISSUE
36416675,HYPERLIPASAEMIA
35104791,SPLENIC CALCIFICATION
42890546,LIMB ASYMMETRY
35808904,IMPLANT SITE RASH
36313971,PARACENTESIS
36211447,RADIATION PNEUMONITIS
36718598,SPINAL CORD COMPRESSION
36918936,SCREAMING
37119557,Ovarian disorder
36617489,Renal cancer metastatic
35306168,Renal dysplasia
36516755,Primary sequestrum
35607142,Optic neuritis
36311782,HEART SOUNDS ABNORMAL
36110371,FUNGAL SKIN INFECTION
36311837,Myocardial strain
35104461,Lymphoma
35104304,Hyperbilirubinaemia
35909509,Hyperammonaemia
35909604,Alcoholic liver disease
37521353,Gallbladder operation
36211328,Wound haemorrhage
35104177,Thrombotic microangiopathy
36110562,Pathogen resistance
37522333,Angioplasty
35406325,Ototoxicity
37320132,Skin swelling
36516882,Compartment syndrome
