reaction_id,cluster_id,cluster_size
42890460,1580,1
37521163,1581,1
43053923,1582,1
35708150,1583,1
35708123,1584,1
36211347,1585,1
36919132,1586,1
35708109,1587,1
36516999,1588,1
35708636,1589,1
36316338,1590,1
42890048,1591,1
42890036,1592,1
36110239,1593,1
36314250,1594,1
37220031,1595,1
36316184,1596,1
35809121,1597,1
36110911,1598,1
36211491,1599,1
42890456,1600,1
36110265,1601,1
36211477,1602,1
35809357,1603,1
36009797,1604,1
36313661,1605,1
36211082,1606,1
36516982,1607,1
36516802,1608,1
36718261,1609,1
37520643,1610,1
36211378,1611,1
42890575,1612,1
36211328,1613,1
35809324,1614,1
35809330,1615,1
36211268,1616,1
36517152,1617,1
36313697,1618,1
36617250,1619,1
36211280,1620,1
36110566,1621,1
37522291,1622,1
36517150,1623,1
35909428,1624,1
36516830,1625,1
35809353,1626,1
37520633,1627,1
36516800,1628,1
36516898,1629,1
36919047,1630,1
36919127,1631,1
36718323,1632,1
36718541,1633,1
43053920,1634,1
42888986,1635,1
37622486,1636,1
36110891,1637,1
37219956,1638,1
36009723,1639,1
36110782,1640,1
43053882,1641,1
36110664,1642,1
36315606,1643,1
36315270,1644,1
37622407,1645,1
36416526,1646,1
37119716,1647,1
37520829,1648,1
37520653,1649,1
